#Index,X position (mm), Y position (mm), Length (um),Orientation #(deg), Area (Arbitrary)
15577,-4.039,2.6733,9.6514,-55.718,625
15578,-4.0468,2.641,11.785,3.2555,843
15579,-4.0562,2.7448,4.5472,78.264,102
15580,-4.0954,2.67,6.3933,18.15,463
15581,-4.0952,2.7952,7.2023,79.318,270
15582,-4.0988,2.6917,6.4063,83.429,312
15583,-4.0983,2.7312,7.3006,85.566,364
15584,-4.1096,2.6715,4.7199,31.686,92
15585,-4.1105,2.7822,3.3836,61.411,109
15586,-4.1161,2.731,7.9146,84.071,479
15587,-4.1262,2.7945,7.4721,-63.653,576
15588,-4.1492,2.7741,11.677,-52.5,471
15589,-4.1625,2.6401,6.8274,-12.678,355
15590,-4.1602,2.6988,6.2171,-87.483,301
15591,-3.9889,2.5562,4.2526,54.191,196
15592,-4.0008,2.4956,5.16,0.32167,253
15593,-4.0268,2.5282,3.9672,66.864,146
15594,-4.0276,2.5714,8.3645,84.471,624
15595,-4.0692,2.5844,8.2957,85.97,604
15596,-4.0858,2.5697,6.9777,80.358,267
15597,-4.1252,2.5548,8.9232,89.234,551
15598,-4.1333,2.5219,8.2662,-77.18,233
15599,-4.1593,2.4867,3.2995,38.597,80
15600,-4.1613,2.4848,4.5943,61.594,82
15601,-4.1607,2.6414,6.4144,-9.1058,201
15602,-4.1776,2.5433,5.5875,-79.374,201
15603,-4.0005,2.413,6.9708,68.235,364
15604,-4.012,2.3608,3.0847,75.714,89
15605,-4.0236,2.4771,7.7025,67.627,623
15606,-4.026,2.4387,6.2839,79.098,170
15607,-4.0341,2.3237,4.4445,68.917,151
15608,-4.0452,2.4616,6.9086,88.088,150
15609,-4.147,2.3492,4.1183,3.2656,109
15610,-4.1757,2.4428,6.9284,-29.875,245
15611,-3.987,2.1879,3.6381,13.182,117
15612,-3.9916,2.255,8.4127,62.045,734
15613,-4.0075,2.2148,5.3357,78.199,221
15614,-4.0265,2.2927,10.231,70.78,680
15615,-4.0279,2.1977,4.1365,57.04,157
15616,-4.0486,2.1772,4.9042,32.661,183
15617,-4.0481,2.2469,5.0254,79.654,164
15618,-4.0535,2.1645,5.0193,-7.8345,160
15619,-4.0628,2.2968,7.0055,88.404,105
15620,-4.1019,2.2029,5.2542,84.514,132
15621,-4.1174,2.2717,6.9355,80.338,233
15622,-4.1227,2.2912,7.6394,-87.938,172
15623,-4.135,2.3098,8.2197,-73.234,322
15624,-4.1382,2.1837,4.8151,-59.815,249
15625,-4.1443,2.3054,7.395,-56.247,334
15626,-4.1456,2.2759,5.7693,-57.758,189
15627,-4.1481,2.3077,8.0749,-40.76,184
15628,-3.9652,2.0847,5.1321,69.967,312
15629,-4.0192,2.1082,5.9732,75.559,115
15630,-4.0641,2.0787,9.5489,88.615,701
15631,-4.0696,2.158,6.8324,-78.65,135
15632,-4.0748,2.1294,8.0242,80.571,190
15633,-4.0822,2.1401,8.2236,-89.939,145
15634,-4.0829,2.1604,3.4595,55.092,74
15635,-4.0852,2.1503,7.5947,86.479,212
15636,-4.0904,2.0758,6.9614,87.602,262
15637,-4.0896,2.1619,8.0843,-77.342,141
15638,-4.0973,2.1368,8.4488,88.307,208
15639,-4.0995,2.144,8.4551,-76.052,199
15640,-4.1005,2.129,7.0425,-84.287,172
15641,-4.1096,2.0877,7.4066,87.474,275
15642,-4.1118,2.1582,6.6674,-89.556,187
15643,-4.1238,2.0544,11.105,79.714,992
15644,-4.1219,2.1089,5.9777,-65.25,108
15645,-4.1267,2.1034,7.953,-89.852,234
15646,-4.1286,2.1142,6.5748,-69.056,118
15647,-4.136,2.0992,6.0647,-82.404,183
15648,-4.1528,2.0849,6.7908,-86.114,178
15649,-4.1544,2.1197,5.3935,-57.101,80
15650,-4.1551,2.1418,7.0252,-57.728,115
15651,-4.1594,2.072,5.0189,-47.418,83
15652,-4.1629,2.1555,7.0656,-41.631,201
15653,-4.1654,2.0703,4.5957,-54.736,159
15654,-4.1667,2.062,9.5698,-74.544,369
15655,-4.1745,2.0932,5.6357,-46.312,94
15656,-4.1814,2.0496,8.5167,-22.422,484
15657,-4.184,2.068,7.387,87.238,330
15658,-4.1892,2.0427,7.8722,76.661,442
15659,-4.0502,1.8021,9.6111,-54.122,292
15660,-4.0484,1.7976,4.3454,-56.913,86
15661,-4.0527,1.7923,6.4183,74.848,140
15662,-4.0649,1.7966,4.7824,84.33,103
15663,-4.0784,1.7915,5.4474,-30.803,75
15664,-4.0855,1.7936,8.5282,-61.816,96
15665,-4.0198,1.5506,4.0436,56.654,182
15666,-4.0709,1.6318,11.575,88.912,880
15667,-4.0876,1.6356,7.3349,88.855,257
15668,-4.1078,1.6084,7.2633,86.71,308
15669,-4.1081,1.638,6.7232,-69.615,89
15670,-4.1233,1.5964,9.0017,-85.119,725
15671,-4.1285,1.6165,7.9017,68.173,372
15672,-4.1355,1.6395,8.0501,-87.122,365
15673,-4.1558,1.6337,6.8542,-49.291,177
15674,-3.9671,1.3788,4.2295,8.1124,147
15675,-3.9664,1.5104,4.0109,24.596,74
15676,-3.9676,1.4954,5.5058,74.735,126
15677,-3.978,1.5192,6.0101,-25.318,233
15678,-3.9812,1.447,4.1412,7.313,134
15679,-4.0328,1.4623,4.0792,-49.659,92
15680,-4.0601,1.3725,3.7913,21.525,116
15681,-4.0738,1.4209,6.8792,83.72,374
15682,-4.1031,1.4751,8.8135,88.683,654
15683,-3.965,1.3011,5.5264,55.501,342
15684,-3.9944,1.2589,3.8093,78.571,99
15685,-4.0065,1.3507,6.0046,84.474,260
15686,-4.0161,1.3098,6.6376,87.053,445
15687,-4.0212,1.328,7.4958,71.126,174
15688,-4.0284,1.2976,6.2626,75.186,334
15689,-4.048,1.2264,11.657,78.768,1289
15690,-4.046,1.3324,7.1149,78.994,297
15691,-4.0617,1.2574,5.2569,82.584,175
15692,-4.0703,1.3422,7.2914,83.093,296
15693,-4.1196,1.3608,8.9946,88.627,644
15694,-4.1642,1.1973,4.6748,-15.732,159
15695,-4.1757,1.3302,7.0986,89.882,353
15696,-3.9643,1.1608,4.5149,82.489,106
15697,-3.9722,1.0457,3.691,15.978,75
15698,-4.0187,1.113,5.0714,79.651,192
15699,-4.0328,1.0622,3.9166,61.411,75
15700,-4.0911,1.0538,11.523,19.67,1064
15701,-4.1143,1.0621,7.8455,-87.804,613
15702,-4.161,1.1999,8.5772,-15.969,447
15703,-3.9707,0.9424,7.7325,69.617,616
15704,-3.9771,1.0446,6.7548,6.405,166
15705,-3.9796,0.93945,4.098,-8.4597,111
15706,-3.9822,1.035,7.0731,-63.27,544
15707,-4.0035,0.964,4.778,74.238,163
15708,-4.0063,0.938,4.2252,74.244,165
15709,-4.0146,0.94175,6.2301,74.856,326
15710,-4.0321,1.0384,6.0545,83.643,211
15711,-4.0582,0.99425,6.9091,85.664,221
15712,-4.0666,0.9213,4.6519,74.798,153
15713,-4.1255,0.94525,6.738,84.027,327
15714,-4.1327,0.89695,9.4,-89.568,807
15715,-4.1582,0.9134,7.8543,87.092,503
15716,-4.2017,0.9387,7.0496,78.323,116
15717,-3.9658,0.76135,4.1451,-12.271,137
15718,-3.9951,0.86475,5.5322,-36.938,206
15719,-4.0092,0.84035,7.3095,73.443,406
15720,-4.023,0.7336,7.1042,-57.377,596
15721,-4.022,0.7983,9.6731,85.609,745
15722,-4.0414,0.7503,4.8915,74.221,199
15723,-4.053,0.72845,5.3214,-12.587,227
15724,-4.0623,0.85545,6.7566,81.526,285
15725,-4.0793,0.827,6.8582,85.564,154
15726,-4.1063,0.87205,7.249,-65.816,218
15727,-4.1704,0.831,13.424,87.702,1484
15728,-4.201,0.7782,6.2813,-84.743,165
15729,-4.0441,0.65645,6.7845,-56.336,203
15730,-4.0987,0.6523,4.2666,46.021,121
15731,-4.1634,0.69525,8.1688,88.76,686
15732,-3.9685,0.52315,4.248,87.669,95
15733,-4.0216,0.4641,5.406,78.353,174
15734,-4.0648,0.4849,6.2473,78.937,115
15735,-4.0745,0.49515,6.3999,87.116,127
15736,-4.0802,0.469,6.1282,80.412,164
15737,-4.1641,0.49965,10.088,-77.91,720
15738,-3.9965,0.3139,5.0375,70.752,218
15739,-4.026,0.3161,5.2185,82.186,132
15740,-4.0296,0.27315,7.6841,81.085,504
15741,-4.0375,0.27335,4.3306,74.157,114
15742,-4.0523,0.2789,5.6149,77.427,239
15743,-4.0783,0.4003,7.0576,83,234
15744,-4.0975,0.27975,14.263,88.773,1686
15745,-4.1267,0.3292,14.317,88.625,1384
15746,-4.1379,0.3963,3.9851,-53.333,73
15747,-4.1461,0.25075,6.2812,-84.594,438
15748,-4.159,0.3272,10.097,-89.342,719
15749,-4.1756,0.35655,8.5411,-87.643,675
15750,-3.9735,0.1359,9.5312,76.276,930
15751,-4.0332,0.0856,4.8467,30.539,222
15752,-4.0383,0.10235,6.0396,73.344,292
15753,-4.0607,0.1076,4.132,86.256,92
15754,-4.0643,0.20145,7.4586,80.93,167
15755,-4.0695,0.1528,9.4753,84.499,506
15756,-4.0707,0.2062,11.224,83.479,837
15757,-4.1234,0.11815,5.83,86.62,276
15758,-4.1335,0.089,6.42,-80.781,371
15759,-4.1385,0.08145,5.1565,-5.7824,236
15760,-4.144,0.11425,8.0029,-25.726,375
15761,-4.1451,0.08225,7.1795,-51.001,300
15762,-4.147,0.1979,7.79,89.708,359
15763,-4.1545,0.10755,5.9951,76.737,348
15764,-4.155,0.17825,8.7997,-86.533,573
15765,-4.1598,0.07815,4.6016,-8.8941,132
15766,-4.1614,0.0909,5.8794,-73.662,334
15767,-4.162,0.1021,8.0248,67.041,366
15768,-4.1616,0.11015,6.6753,87.067,415
15769,-4.1639,0.08165,4.5362,-10.35,112
15770,-4.1697,0.11595,5.4524,83.992,188
15771,-4.1722,0.1045,4.88,66.131,167
15772,-4.1809,0.1968,13.696,-13.472,1039
15773,-4.1906,0.10025,6.2088,-77.978,216
15774,-3.9815,0.0347,4.7976,74.532,78
15775,-3.9936,0.0021,5.0351,70.884,136
15776,-3.995,-0.05145,4.591,64.069,204
15777,-4.0096,-0.07025,4.0656,61.567,184
15778,-4.0361,-0.0484,14.85,66.446,866
15779,-4.0764,0.01955,7.5477,82.778,218
15780,-4.0853,0.07635,8.6284,82.827,444
15781,-4.0869,0.0122,7.7608,83.837,316
15782,-4.1021,-0.047,4.9411,78.405,123
15783,-4.1016,0.0461,9.309,84.474,541
15784,-4.1103,-0.0389,6.9907,81.485,409
15785,-4.1198,0.03735,8.8591,85.455,528
15786,-4.1288,-0.00895,8.1885,87.241,357
15787,-4.1433,0.0435,7.5749,-66.721,200
15788,-4.1447,0.07425,7.5256,-49.315,165
15789,-4.1448,0.0462,4.8063,-66.023,80
15790,-4.151,0.06065,9.9157,-49.942,497
15791,-4.1549,0.02975,8.8744,-89.164,536
15792,-4.1568,0.08045,7.3524,-28.471,246
15793,-4.1599,-0.0054,7.5646,-86.746,224
15794,-4.1701,0.05235,7.3559,-44.442,200
15795,-4.1716,0.0557,4.1758,-56.914,72
15796,-4.1834,-0.0237,5.4223,-51.014,140
15797,-4.1851,0.03475,6.2727,-34.24,161
15798,-4.1858,0.03855,4.0726,-27.023,102
15799,-4.1922,-0.05115,6.2179,-81.932,172
15800,-3.9647,-0.08815,8.4015,60.921,680
15801,-3.9873,-0.23615,5.7868,34.083,382
15802,-4.0121,-0.2393,6.4954,25.161,434
15803,-4.0259,-0.1405,6.6886,80.033,307
15804,-4.0297,-0.147,6.8758,81.271,323
15805,-4.0331,-0.2319,6.476,70.646,410
15806,-4.0362,-0.1011,6.8576,77.343,149
15807,-4.0529,-0.2153,7.8546,81.767,475
15808,-4.0644,-0.22745,6.7221,85.677,375
15809,-4.0634,-0.1541,6.7913,84.215,281
15810,-4.0824,-0.0964,8.0227,87.41,210
15811,-4.094,-0.20865,5.9218,82.783,239
15812,-4.1009,-0.1461,9.6802,85.505,578
15813,-4.1032,-0.2344,4.6976,36.85,82
15814,-4.1413,-0.17775,5.6701,-68.536,72
15815,-4.1497,-0.2248,7.7471,78.485,701
15816,-3.979,-0.27385,8.5941,89.787,768
15817,-3.9905,-0.23715,9.0876,19.858,523
15818,-3.9923,-0.2615,5.5225,-13.439,236
15819,-3.996,-0.2441,6.5301,-79.878,389
15820,-4.0118,-0.24015,13.932,22.432,1263
15821,-4.0584,-0.3878,9.3363,87.028,795
15822,-4.0786,-0.3728,4.857,70.112,209
15823,-4.094,-0.37945,8.6921,-89.659,645
15824,-4.1392,-0.34055,9.9382,89.149,685
15825,-4.1511,-0.37035,6.2509,-86.849,365
15826,-4.1563,-0.36175,5.3671,86.4,240
15827,-3.992,-0.43685,4.811,-59.797,196
15828,-4.0015,-0.4577,5.2027,82.54,108
15829,-4.0189,-0.51025,5.7498,80.449,313
15830,-4.027,-0.55625,3.3013,37.708,74
15831,-4.03,-0.5421,4.3987,6.6805,157
15832,-4.0316,-0.48865,7.4732,78.719,424
15833,-4.0361,-0.54095,4.0576,5.3577,95
15834,-4.0346,-0.4316,6.1023,77.658,240
15835,-4.0495,-0.4343,6.9248,79.723,293
15836,-4.0693,-0.46425,11.155,-89.515,967
15837,-4.1288,-0.42955,7.9017,85.274,455
15838,-4.0157,-0.573,6.1347,73.517,291
15839,-4.034,-0.6034,9.658,-75.837,814
15840,-4.0387,-0.66675,5.3142,74.7,224
15841,-4.081,-0.5778,7.3595,80.184,272
15842,-4.0932,-0.66225,5.3595,-85.589,148
15843,-4.1432,-0.6063,7.1386,85.143,332
15844,-4.1488,-0.63005,5.5572,36.048,154
15845,-4.1821,-0.6396,8.0554,-88.216,537
15846,-3.9709,-0.8461,4.3264,-1.8005,92
15847,-3.9975,-0.8147,4.6928,68.862,113
15848,-4.0863,-0.73405,7.1023,84.008,316
15849,-4.0893,-0.83675,7.8795,85.051,516
15850,-4.0957,-0.8429,6.3198,87.982,350
15851,-4.1674,-0.7793,12.211,-83.881,1168
15852,-4.191,-0.7691,9.9867,-88.365,951
15853,-3.9954,-0.97855,5.6282,72.167,316
15854,-3.999,-0.8857,6.0687,-21.637,229
15855,-4.0225,-0.96285,11.345,79.014,1042
15856,-4.0464,-0.9247,6.3825,79.722,268
15857,-4.0762,-0.99645,13.322,-88.368,1441
15858,-4.0924,-0.95645,6.3476,88.482,116
15859,-4.1627,-1.0183,5.2174,7.7129,219
15860,-3.9678,-1.114,4.4545,89.618,181
15861,-3.9754,-1.1497,5.3405,51.862,284
15862,-3.987,-1.046,5.8984,-89.446,181
15863,-4.0007,-1.1998,9.2864,5.5122,409
15864,-3.9993,-1.1429,3.3264,-19.275,72
15865,-4.0215,-1.0902,5.3816,81.341,115
15866,-4.0386,-1.1578,4.7775,70.568,187
15867,-4.1031,-1.1283,5.9074,87.075,223
15868,-4.1135,-1.1954,5.2221,-1.325,198
15869,-4.1482,-1.1698,6.7296,73.501,452
15870,-4.1518,-1.162,9.5537,-82.63,780
15871,-4.16,-1.1,6.9437,89.693,316
15872,-4.1654,-1.065,8.7473,88.923,673
15873,-4.1737,-1.0567,7.7199,-86.479,603
15874,-4.1878,-1.1818,9.8507,-88.616,982
15875,-3.9653,-1.2146,6.2426,-32.572,337
15876,-3.9734,-1.2316,5.6512,72.079,302
15877,-3.9906,-1.3158,6.4389,-14.885,301
15878,-4.0032,-1.2004,12.558,5.4637,1276
15879,-4.014,-1.3303,5.8733,47.374,358
15880,-4.0118,-1.2739,5.217,80.695,80
15881,-4.044,-1.3034,5.8392,82.12,297
15882,-4.0517,-1.299,9.917,87.053,817
15883,-4.068,-1.3226,4.3397,56.001,108
15884,-4.0675,-1.2088,6.7254,80.583,195
15885,-4.1047,-1.3025,6.7501,88.174,425
15886,-4.163,-1.2056,7.3224,4.9796,205
15887,-3.9957,-1.3762,5.3934,-46.208,160
15888,-4.0199,-1.401,5.5599,81.931,129
15889,-4.049,-1.4639,4.6683,89.476,127
15890,-4.06,-1.4992,5.6874,59.899,352
15891,-4.063,-1.4892,4.5254,39.431,215
15892,-4.0617,-1.3939,6.4044,82.067,220
15893,-4.0945,-1.502,4.6319,-13.782,118
15894,-4.1018,-1.3616,7.2571,86.718,441
15895,-4.1377,-1.411,6.6177,85.743,250
15896,-3.9665,-1.5812,6.3441,75.267,421
15897,-3.9723,-1.6123,5.6245,23.265,330
15898,-3.9808,-1.6735,4.4753,0.52905,132
15899,-3.9814,-1.5282,5.4212,78.728,93
15900,-3.9947,-1.6786,4.2527,10.323,125
15901,-4.0209,-1.6801,6.3193,12.643,296
15902,-4.0462,-1.5715,6.4332,77.324,222
15903,-4.0493,-1.5808,5.8294,80.987,218
15904,-4.0517,-1.6523,5.0183,76.049,232
15905,-4.0635,-1.548,7.901,80.543,412
15906,-4.0772,-1.6656,6.3203,78.393,418
15907,-4.077,-1.6482,4.3953,65.066,143
15908,-4.092,-1.6593,6.2518,73.14,395
15909,-4.0942,-1.5394,7.6998,86.501,340
15910,-4.1375,-1.6754,10.35,-77.76,1257
15911,-3.9959,-1.7067,5.8259,79.214,77
15912,-4.0108,-1.7961,4.3197,63.572,180
15913,-4.0118,-1.8102,3.5958,66.988,87
15914,-4.0225,-1.6831,13.144,79.234,1447
15915,-4.0263,-1.7576,10.784,80.585,1005
15916,-4.026,-1.7771,9.0389,73.233,641
15917,-4.0272,-1.8163,6.8278,82.651,421
15918,-4.0355,-1.7166,4.7819,-67.652,87
15919,-4.0438,-1.7123,12.688,84.093,1189
15920,-4.0563,-1.8156,5.5027,74.178,312
15921,-4.0677,-1.6974,13.001,-88.227,1157
15922,-4.0961,-1.6824,6.3623,-73.509,185
15923,-4.1226,-1.8227,5.0656,12.363,218
15924,-4.1368,-1.6769,5.1835,-59.102,306
15925,-3.9627,-1.8884,4.9543,70.954,131
15926,-3.9816,-1.9055,4.997,69.007,135
15927,-3.9928,-1.8452,7.6805,77.323,547
15928,-4.049,-1.8631,9.2329,80.773,580
15929,-4.0836,-1.8787,13.47,72.606,1863
15930,-4.0935,-1.9342,9.5371,88.925,650
15931,-4.0136,-2.0243,10.074,78.805,817
15932,-4.0244,-2.0709,5.4786,75.921,126
15933,-4.0278,-2.1416,4.8629,72.854,269
15934,-4.0373,-2.059,6.3534,78.043,130
15935,-4.1504,-2.1108,11.117,-73.498,953
15936,-3.9635,-2.1743,6.9654,21.178,83
15937,-3.963,-2.1921,5.4224,-0.88691,73
15938,-3.9675,-2.2576,10.925,-11.816,629
15939,-4.0126,-2.184,5.4981,79.135,149
15940,-4.1016,-2.2124,6.9734,84.769,238
15941,-4.1075,-2.1682,9.4949,84.652,760
15942,-4.1219,-2.2627,6.5007,87.507,391
15943,-4.1329,-2.2676,5.5817,40.826,89
15944,-3.965,-2.3481,5.5302,89.642,100
15945,-3.9759,-2.4577,3.718,-14.149,129
15946,-3.9789,-2.3556,5.3708,-23.821,239
15947,-4.0015,-2.4725,6.975,9.2605,526
15948,-4.0198,-2.4331,9.2532,86.496,692
15949,-4.0806,-2.4504,5.7059,61.054,332
15950,-4.0844,-2.44,5.4923,5.6833,160
15951,-4.0963,-2.3535,6.9707,80.074,213
15952,-4.143,-2.4756,6.1145,1.1658,343
15953,-4.1424,-2.3772,6.5199,84.445,297
15954,-4.141,-2.3279,6.5428,36.463,152
15955,-4.1962,-2.4588,5.3659,-72.753,223
15956,-3.9648,-2.4834,7.9503,82.501,182
15957,-3.9674,-2.4798,6.8907,-66.006,79
15958,-3.9748,-2.504,6.7144,-38.681,459
15959,-3.9781,-2.5991,3.5002,-11.003,93
15960,-4.0067,-2.6078,4.4816,3.4765,193
15961,-4.0101,-2.5981,4.422,2.3765,135
15962,-4.024,-2.63,12.682,8.9391,555
15963,-4.028,-2.5896,4.4522,28.203,167
15964,-4.0539,-2.5821,4.0583,43.568,73
15965,-4.0607,-2.5648,7.679,75.87,585
15966,-4.0805,-2.6116,8.0803,27.274,708
15967,-4.0819,-2.5515,9.9323,78.701,784
15968,-3.9614,-2.6482,4.5466,-61.826,99
15969,-4.0037,-2.6968,5.2756,-23.014,124
15970,-4.0129,-2.7352,4.3769,-6.8518,147
15971,-4.0313,-2.7574,4.0522,38.157,131
15972,-4.0885,-2.661,14.972,56.561,2289
15973,-4.091,-2.752,4.5514,-18.53,180
15974,-4.1048,-2.7233,5.731,83.693,220
15975,-4.1259,-2.6868,6.3989,86.315,285
15976,-4.1484,-2.735,5.573,-17.904,117
15977,-3.7462,-2.6942,7.1654,-87.242,435
15978,-3.8721,-2.7612,5.7367,73.205,358
15979,-3.9255,-2.7814,13.558,72.436,1592
15980,-3.9317,-2.7385,8.0309,-88.375,540
15981,-3.9419,-2.6851,6.9863,79.23,436
15982,-3.4848,-2.6769,5.032,-86.767,93
15983,-3.4874,-2.6379,5.7074,-18.752,159
15984,-3.5054,-2.6518,6.2194,-27.783,214
15985,-3.5181,-2.7385,4.9696,-6.077,201
15986,-3.538,-2.6861,5.083,-89.703,208
15987,-3.5601,-2.7221,7.1892,80.754,442
15988,-3.559,-2.687,5.4029,66.473,159
15989,-3.564,-2.79,4.9867,-3.9187,162
15990,-3.6104,-2.7357,4.062,-69.291,80
15991,-3.6205,-2.7037,6.4376,85.002,216
15992,-3.6672,-2.7429,7.1729,83.807,562
15993,-3.7126,-2.7954,4.4021,-56.15,128
15994,-3.2431,-2.6592,7.9647,-79.349,550
15995,-3.2556,-2.7372,5.1848,-16.767,180
15996,-3.2588,-2.7452,6.6332,33.66,498
15997,-3.2742,-2.7177,8.1938,73.145,696
15998,-3.3514,-2.7871,6.3411,88.568,393
15999,-3.3512,-2.7353,7.6143,85.457,444
16000,-3.3505,-2.6827,4.5766,39.247,81
16001,-3.3654,-2.6417,6.6699,-84.917,284
16002,-3.3738,-2.7663,5.1455,5.0819,231
16003,-3.3971,-2.7111,6.2794,84.293,194
16004,-3.4237,-2.7435,5.3462,75.541,181
16005,-3.4506,-2.7063,6.1636,-17.238,283
16006,-3.4554,-2.7222,11.711,-89.946,1177
16007,-3.02,-2.7674,3.8735,-4.6241,120
16008,-3.0484,-2.7055,5.0036,64.979,277
16009,-3.0531,-2.7597,4.8256,41.174,256
16010,-3.0552,-2.7034,7.3808,62.883,526
16011,-3.0617,-2.7618,4.0416,37.723,169
16012,-3.0717,-2.782,4.4769,1.1162,144
16013,-3.0752,-2.6497,6.1851,87.621,128
16014,-3.16,-2.7572,4.8614,35.282,144
16015,-2.7671,-2.667,5.4075,-65.586,72
16016,-2.7695,-2.6607,6.7079,-20.899,193
16017,-2.7851,-2.6575,5.9215,-62.492,327
16018,-2.8286,-2.6596,6.5529,83.642,211
16019,-2.8535,-2.6527,11.254,51.761,947
16020,-2.8542,-2.7732,4.0477,69.573,128
16021,-2.9154,-2.7814,5.4597,6.2695,248
16022,-2.9244,-2.7323,7.0453,84.16,380
16023,-2.9328,-2.7777,4.7272,49.945,163
16024,-2.9446,-2.6639,7.0501,-56.862,153
16025,-2.5717,-2.7728,6.5684,89.966,481
16026,-2.5733,-2.7773,4.4067,-2.7654,177
16027,-2.6008,-2.8,5.2644,2.4075,290
16028,-2.6456,-2.6399,7.8181,83.593,507
16029,-2.6803,-2.6354,3.2341,81.067,77
16030,-2.3101,-2.7694,4.4975,20.007,194
16031,-2.3158,-2.7037,4.7911,76.093,199
16032,-2.3682,-2.7907,3.9378,50.713,81
16033,-2.3793,-2.7758,3.8894,2.2947,121
16034,-2.3945,-2.7561,7.9459,82.552,508
16035,-2.4328,-2.6662,7.8172,85.477,412
16036,-2.45,-2.6818,7.817,-88.459,321
16037,-2.4879,-2.6867,4.0938,-80.81,95
16038,-2.4961,-2.7128,3.4504,80.689,82
16039,-2.4987,-2.7124,7.8231,89.732,115
16040,-2.5157,-2.7127,7.2247,-82.531,127
16041,-2.5151,-2.7018,7.5906,-88.442,132
16042,-2.0422,-2.6375,5.2117,79.103,249
16043,-2.045,-2.7452,3.7785,-2.3172,76
16044,-2.0438,-2.6745,3.8202,88.49,76
16045,-2.0528,-2.788,4.8175,-6.5527,145
16046,-2.0602,-2.7484,4.055,-22.693,82
16047,-2.0619,-2.6669,4.4771,72.673,98
16048,-2.0642,-2.6876,4.4679,-87.429,108
16049,-2.0689,-2.691,4.7971,75.485,106
16050,-2.0728,-2.6644,5.919,-55.841,311
16051,-2.0763,-2.7647,3.5866,35.45,77
16052,-2.08,-2.7333,6.161,82.11,425
16053,-2.0803,-2.7737,5.1961,10.686,243
16054,-2.082,-2.7899,5.7241,-2.0157,257
16055,-2.0843,-2.6816,4.5818,83.819,86
16056,-2.099,-2.7189,5.2736,78.997,95
16057,-2.1018,-2.6973,6.5414,73.516,354
16058,-2.1047,-2.7424,4.529,82.314,83
16059,-2.1037,-2.6428,6.4183,78.048,287
16060,-2.1183,-2.7642,5.1365,70.432,289
16061,-2.1314,-2.7969,5.7227,-1.2616,282
16062,-2.1434,-2.7192,6.5506,85.783,260
16063,-2.1669,-2.7416,6.3553,86.199,353
16064,-2.2588,-2.7527,5.2327,38.926,190
16065,-1.8045,-2.646,7.2799,-60.941,572
16066,-1.8035,-2.6527,4.6563,-89.518,142
16067,-1.8105,-2.7405,5.4154,-23.636,330
16068,-1.82,-2.6373,7.3763,-18.558,487
16069,-1.8269,-2.7305,8.7476,80.551,861
16070,-1.8315,-2.663,5.4979,-52.915,341
16071,-1.8377,-2.692,4.9271,-6.5771,224
16072,-1.8399,-2.7444,4.7188,-3.2917,207
16073,-1.8486,-2.7213,5.1633,85.35,275
16074,-1.8643,-2.7992,6.6141,5.358,478
16075,-1.8689,-2.797,4.6129,5.0999,81
16076,-1.8683,-2.6741,5.3755,18.011,310
16077,-1.8765,-2.7664,5.6169,11.901,355
16078,-1.8824,-2.7227,6.9949,82.796,446
16079,-1.892,-2.6769,14.645,61.05,1516
16080,-1.9107,-2.7818,3.6576,57.664,105
16081,-1.9313,-2.73,10.277,66.061,773
16082,-1.9498,-2.7769,5.662,26.812,377
16083,-1.9527,-2.7621,5.1237,-14.497,140
16084,-1.9597,-2.6944,7.4549,80.714,330
16085,-2.011,-2.6767,6.8112,-25.857,453
16086,-2.0251,-2.7984,5.9854,-56.62,337
16087,-1.5662,-2.6579,5.8728,-16.937,335
16088,-1.5718,-2.792,6.2597,56.392,449
16089,-1.5745,-2.6756,11.727,80.346,1251
16090,-1.5735,-2.6876,5.271,-20.007,289
16091,-1.5799,-2.7824,4.5556,-2.3995,159
16092,-1.5883,-2.7604,4.0881,-1.0326,141
16093,-1.5981,-2.7032,6.8463,55.772,555
16094,-1.6013,-2.6747,8.3761,88.307,737
16095,-1.6065,-2.7843,4.2271,-3.8949,129
16096,-1.6214,-2.7508,4.5312,28.832,202
16097,-1.6239,-2.6635,6.1509,86.882,102
16098,-1.6364,-2.7837,8.267,-9.6229,567
16099,-1.6401,-2.7888,4.0636,13.62,93
16100,-1.6429,-2.7985,5.1559,-0.26273,211
16101,-1.6446,-2.7861,5.6925,20.122,262
16102,-1.6469,-2.6634,5.937,72.556,230
16103,-1.661,-2.78,4.6295,7.4276,149
16104,-1.6673,-2.7707,14.714,39.061,1338
16105,-1.6671,-2.6585,7.4321,79.917,448
16106,-1.6728,-2.6385,6.6951,81.042,286
16107,-1.6867,-2.6624,7.3425,81.247,507
16108,-1.6922,-2.7201,5.2387,-66.825,85
16109,-1.731,-2.7467,6.7751,76.855,470
16110,-1.7606,-2.7141,4.7016,-45.768,97
16111,-1.7911,-2.7358,5.3245,-31.128,95
16112,-1.3276,-2.797,6.6471,0.94471,324
16113,-1.3504,-2.7833,4.5975,-5.1534,129
16114,-1.3516,-2.771,5.0241,0.94214,212
16115,-1.3549,-2.7514,5.4998,5.4175,295
16116,-1.3603,-2.6464,6.3593,-34.291,425
16117,-1.379,-2.708,4.8291,73.749,240
16118,-1.4004,-2.7328,5.135,86.748,248
16119,-1.4328,-2.7325,5.0897,79.448,200
