#Index,X position (mm), Y position (mm), Length (um),Orientation #(deg), Area (Arbitrary)
38733,-4.1609,-4.5386,6.7981,-28.044,109
38734,-4.1574,-4.4029,3.0398,85.976,83
38735,-4.1653,-4.5356,7.1416,60.997,173
38736,-4.1697,-4.5279,10.635,3.2852,331
38737,-3.7372,-4.4796,7.0738,-19.627,365
38738,-3.7492,-4.41,7.5277,-21.464,218
38739,-3.7529,-4.4929,6.44,-14.821,334
38740,-3.7834,-4.5143,9.4562,19.07,1019
38741,-3.8033,-4.4891,5.7326,-5.3841,208
38742,-3.8306,-4.4203,6.178,-8.3441,195
38743,-3.8554,-4.5007,6.3337,-4.5125,308
38744,-3.892,-4.556,11.541,25.303,283
38745,-3.9163,-4.542,8.4469,49.497,224
38746,-3.9381,-4.4971,5.0883,86.824,96
38747,-3.4855,-4.3948,5.289,-30.622,207
38748,-3.4914,-4.5253,4.6354,-10.967,95
38749,-3.5366,-4.5176,6.0459,-9.1659,190
38750,-3.5365,-4.4303,3.0236,-47.363,74
38751,-3.6324,-4.542,8.9325,7.9801,894
38752,-3.6438,-4.5314,6.8725,0.66422,227
38753,-3.6466,-4.5493,7.5382,-0.15093,428
38754,-3.657,-4.4226,7.8555,-1.7964,286
38755,-3.2442,-4.5155,4.6291,-27.158,107
38756,-3.2489,-4.5357,6.0363,-16.609,242
38757,-3.2474,-4.4853,5.4604,-21.076,84
38758,-3.2514,-4.4596,6.3373,-22.024,263
38759,-3.2612,-4.4689,5.296,-10.457,82
38760,-3.2942,-4.4799,5.0502,-5.6162,160
38761,-3.3523,-4.4755,5.1057,17.004,188
38762,-3.3732,-4.4671,6.887,-88.604,431
38763,-3.3827,-4.5488,3.5222,-54.409,74
38764,-3.3901,-4.4809,6.5608,77.63,444
38765,-3.413,-4.4853,5.8333,45.341,252
38766,-3.4221,-4.4086,7.9393,0.35361,271
38767,-3.4647,-4.5254,6.1859,-1.0699,278
38768,-3.0854,-4.4504,3.0822,89.873,75
38769,-3.1117,-4.5082,10.289,84.841,1045
38770,-3.1407,-4.4718,7.0357,83.851,532
38771,-3.1463,-4.5521,8.3498,14.034,729
38772,-3.1542,-4.52,6.1196,5.2896,314
38773,-3.1716,-4.4325,6.7263,1.6856,310
38774,-3.1945,-4.4134,3.6159,-22.099,80
38775,-3.2259,-4.4813,7.8087,51.062,736
38776,-2.7885,-4.4617,5.7875,-14.148,263
38777,-2.798,-4.4699,7.9962,-5.9195,487
38778,-2.8101,-4.488,5.1528,-5.5519,203
38779,-2.8175,-4.4764,5.7595,-13.283,141
38780,-2.8199,-4.3969,7.2977,12.342,187
38781,-2.8365,-4.5328,5.7904,-3.427,81
38782,-2.8386,-4.3976,6.4117,-12.009,343
38783,-2.8547,-4.489,8.5574,85.989,643
38784,-2.8625,-4.5024,5.4665,-5.2548,171
38785,-2.9171,-4.4488,3.0465,-40.237,73
38786,-2.5502,-4.537,6.3722,-8.8719,254
38787,-2.5975,-4.5236,7.9641,-12.886,750
38788,-2.6226,-4.54,7.2532,-3.6171,401
38789,-2.6367,-4.5052,5.8299,1.544,330
38790,-2.6883,-4.4491,3.18,8.996,73
38791,-2.7468,-4.516,6.9731,2.6678,271
38792,-2.295,-4.4671,3.8958,-17.773,105
38793,-2.3062,-4.4937,5.8733,-13.249,234
38794,-2.3138,-4.4846,5.8849,-11.753,231
38795,-2.3184,-4.4909,7.0588,-14.954,313
38796,-2.3207,-4.4684,5.1212,-12.399,164
38797,-2.3372,-4.5598,13.019,2.3813,671
38798,-2.3549,-4.5333,5.5341,-5.6051,99
38799,-2.3559,-4.4871,5.0441,-7.1078,253
38800,-2.3698,-4.5538,6.7091,-2.9512,119
38801,-2.3742,-4.5127,5.9072,-3.3505,135
38802,-2.3798,-4.5179,5.8923,-2.5149,187
38803,-2.3987,-4.529,6.5365,-0.71705,183
38804,-2.4186,-4.5312,6.8411,-2.0645,254
38805,-2.4253,-4.4928,8.0338,7.4147,684
38806,-2.4872,-4.5166,6.6425,2.3718,232
38807,-2.4941,-4.5194,7.2431,0.35092,358
38808,-2.0717,-4.501,5.5697,-10.492,164
38809,-2.0752,-4.4738,6.0029,-14.774,159
38810,-2.0808,-4.4419,4.7961,-54.814,158
38811,-2.0821,-4.4635,3.8308,-34.348,74
38812,-2.0927,-4.4899,3.3248,-29.249,80
38813,-2.1004,-4.4438,3.6205,25.269,112
38814,-2.1113,-4.5534,6.0836,-3.6588,194
38815,-2.1193,-4.4179,4.8038,-64.875,155
38816,-2.1197,-4.4063,5.3033,-56.308,130
38817,-2.121,-4.4359,4.6269,-67.247,102
38818,-2.1302,-4.4322,3.2969,38.816,94
38819,-2.131,-4.4277,3.0602,-57.478,81
38820,-2.1487,-4.4754,8.8064,36.491,713
38821,-2.148,-4.4558,5.9805,-8.6878,345
38822,-2.1557,-4.4622,6.586,-9.7347,434
38823,-2.1619,-4.4872,6.327,-4.0737,215
38824,-2.1619,-4.4606,3.2827,32.089,82
38825,-2.1653,-4.4609,3.3062,-72.291,79
38826,-2.1732,-4.4566,7.2259,3.0331,290
38827,-2.1748,-4.5279,6.6345,-0.082096,330
38828,-2.1776,-4.5102,5.4267,-31.007,119
38829,-2.1789,-4.4549,4.8609,-32.101,82
38830,-2.1812,-4.4695,6.5126,73.776,531
38831,-2.208,-4.4332,4.1665,-41.421,80
38832,-2.2153,-4.4368,11.534,-45.601,418
38833,-2.2152,-4.4752,3.3353,-15.293,74
38834,-2.2172,-4.4871,3.7683,-80.956,72
38835,-2.2188,-4.4757,4.6173,62.34,71
38836,-2.2221,-4.4695,6.8766,6.9897,215
38837,-2.2209,-4.4536,3.6754,-21.461,76
38838,-2.221,-4.4397,5.0048,62.125,123
38839,-2.2278,-4.5065,6.7786,1.6286,359
38840,-2.2285,-4.4581,3.3147,-12.449,76
38841,-2.2322,-4.4584,5.3885,78.85,92
38842,-2.2528,-4.4486,7.4306,12.75,370
38843,-2.2574,-4.5415,7.4857,-0.33244,365
38844,-2.2682,-4.5351,7.3398,4.0721,389
38845,-1.8027,-4.4316,3.4727,-13.623,110
38846,-1.8032,-4.5112,3.9882,-84.47,93
38847,-1.8062,-4.5052,4.0989,19.946,106
38848,-1.8067,-4.5322,3.174,-31.604,82
38849,-1.8085,-4.5088,3.0665,50.067,98
38850,-1.8125,-4.513,3.2976,-76.381,79
38851,-1.8194,-4.5378,5.5227,-34.859,147
38852,-1.8284,-4.5023,3.1436,-26.588,84
38853,-1.8319,-4.5299,4.583,-1.438,91
38854,-1.8366,-4.5399,6.3752,-8.7052,79
38855,-1.8428,-4.5237,9.0409,9.9241,206
38856,-1.8405,-4.5278,4.9632,40.466,104
38857,-1.8461,-4.5367,4.0676,-7.2406,80
38858,-1.8487,-4.3979,5.3988,77.032,117
38859,-1.8559,-4.5566,5.811,-8.3954,148
38860,-1.855,-4.5187,5.5749,-5.4942,209
38861,-1.8596,-4.5596,3.8651,-15.739,115
38862,-1.861,-4.5521,4.3149,4.0503,79
38863,-1.8641,-4.5481,3.2178,-14.822,75
38864,-1.8675,-4.5404,5.6093,-2.5856,197
38865,-1.869,-4.5471,3.1614,30.343,102
38866,-1.8705,-4.5532,4.3692,23.662,90
38867,-1.8739,-4.4361,6.6395,-78.182,253
38868,-1.8774,-4.5532,3.6397,14.819,119
38869,-1.8822,-4.5511,3.077,7.4985,92
38870,-1.8898,-4.4775,5.662,-2.1635,208
38871,-1.9024,-4.4397,5.8382,-7.2923,405
38872,-1.9057,-4.5212,5.3309,-8.6207,244
38873,-1.9066,-4.5061,5.586,-5.7052,182
38874,-1.9048,-4.4045,5.3377,-57.425,152
38875,-1.9274,-4.4408,6.121,-9.661,364
38876,-1.9317,-4.5037,6.0992,-4.7033,298
38877,-1.9331,-4.4727,7.9175,-75.056,224
38878,-1.9743,-4.5479,3.6898,5.0645,80
38879,-2.021,-4.4576,10.137,50.657,1222
38880,-1.5768,-4.4359,3.7362,-51.064,73
38881,-1.5912,-4.5341,3.6495,-60.046,137
38882,-1.5917,-4.465,3.1076,-19.674,73
38883,-1.5913,-4.4412,3.6174,64.462,75
38884,-1.5983,-4.4256,5.9896,62.843,242
38885,-1.5981,-4.4121,3.2216,42,87
38886,-1.6147,-4.5552,5.9024,-3.6824,117
38887,-1.6446,-4.4032,4.5745,-67.812,129
38888,-1.6554,-4.4037,3.1015,39.675,72
38889,-1.6569,-4.4082,6.4121,-52.397,183
38890,-1.6709,-4.4363,3.519,55.023,96
38891,-1.6719,-4.4144,3.384,45.387,71
38892,-1.6842,-4.5363,3.0801,10.191,94
38893,-1.6972,-4.4402,3.2664,-65.051,109
38894,-1.7006,-4.5459,5.2176,26.815,158
38895,-1.6985,-4.4031,4.2233,-42.427,93
38896,-1.3434,-4.4468,3.2941,64.769,88
38897,-1.3444,-4.4857,3.5906,18.228,100
38898,-1.3479,-4.4783,3.2753,-61.598,99
38899,-1.3516,-4.4337,3.0068,-59.813,78
38900,-1.3511,-4.4079,3.5856,-77.923,95
38901,-1.3531,-4.4203,3.4695,68.876,109
38902,-1.3607,-4.4227,3.4072,61.539,72
38903,-1.3774,-4.4592,5.4852,-56.968,112
38904,-1.3853,-4.4165,4.7402,-75.77,138
38905,-1.3922,-4.5127,5.2085,88.36,161
38906,-1.3961,-4.5566,5.5439,0.11857,134
38907,-1.4082,-4.5114,4.7057,-84.438,244
38908,-1.4176,-4.5146,4.2213,88.244,112
38909,-1.4311,-4.5147,3.5474,35.56,133
38910,-1.44,-4.5503,4.4549,10.395,181
38911,-1.439,-4.431,7.3021,-73.156,165
38912,-1.4517,-4.5543,3.7354,45.526,102
38913,-1.4549,-4.4551,3.7783,-64.996,72
38914,-1.4743,-4.4116,5.185,-61.402,145
38915,-1.5215,-4.5067,5.493,2.6556,281
38916,-1.2225,-4.4091,5.454,-40.109,92
38917,-1.2311,-4.4151,10.907,24.992,295
38918,-1.2301,-4.3954,7.2365,-0.81444,180
38919,-1.2521,-4.4288,6.2748,-69.364,74
38920,-0.8426,-4.456,3.6323,34.576,77
38921,-0.8472,-4.5236,9.7525,12.023,156
38922,-0.84545,-4.5172,3.6897,-40.434,84
38923,-0.8533,-4.527,4.472,-51.245,186
38924,-0.8539,-4.5149,5.1432,-50.061,102
38925,-0.85485,-4.5448,3.0236,25.522,75
38926,-0.8645,-4.5019,7.2687,2.1535,203
38927,-0.8657,-4.5579,4.5412,23.362,168
38928,-0.87265,-4.554,4.2173,-13.227,94
38929,-0.9003,-4.5245,4.7622,12.458,131
38930,-0.91595,-4.5521,5.1172,13.625,90
38931,-0.91495,-4.4608,4.5543,-82.987,168
38932,-0.92125,-4.507,3.7021,-70.696,120
38933,-0.9264,-4.468,5.1673,8.6601,218
38934,-0.92935,-4.5582,5.1952,26.682,252
38935,-0.93335,-4.4313,3.1679,33.863,78
38936,-0.93565,-4.477,5.2837,-86.429,113
38937,-0.9408,-4.5501,4.2745,-21.454,109
38938,-0.94605,-4.5375,7.2856,38.02,237
38939,-0.95815,-4.5338,3.1481,4.1433,73
38940,-0.974,-4.5412,6.3284,11.203,151
38941,-0.9819,-4.538,4.8425,77.34,161
38942,-1.0326,-4.4729,7.1057,-19.572,556
38943,-1.0327,-4.5015,4.2455,30.575,74
38944,-1.0722,-4.5674,9.2617,-43.106,468
38945,-1.0705,-4.5472,3.3632,-45.999,77
38946,-1.077,-4.5694,6.4945,-60.835,136
38947,-1.0773,-4.562,5.745,-57.725,188
38948,-1.078,-4.5253,4.8607,-62.359,259
38949,-0.60905,-4.4594,6.2031,72.898,260
38950,-0.6124,-4.5027,6.9895,18.421,247
38951,-0.61295,-4.4926,3.6438,37.002,111
38952,-0.61925,-4.4847,6.2835,22.673,327
38953,-0.6186,-4.5207,4.5114,42.306,112
38954,-0.61875,-4.5267,3.9748,52.696,119
38955,-0.6205,-4.4926,7.6036,34.504,410
38956,-0.63,-4.5412,4.7598,70.625,226
38957,-0.63085,-4.4872,3.4843,-43.801,105
38958,-0.63105,-4.4998,4.0482,-79.796,125
38959,-0.63535,-4.5099,3.6243,33.418,92
38960,-0.65615,-4.511,3.2952,-7.5805,98
38961,-0.65515,-4.4649,3.5683,-60.512,82
38962,-0.6622,-4.5038,3.3273,79.172,117
38963,-0.6637,-4.4857,3.3277,39.903,84
38964,-0.6725,-4.4759,4.4542,-39.928,139
38965,-0.67395,-4.5149,4.191,-48.601,154
38966,-0.6871,-4.5555,5.8289,28.712,176
38967,-0.6881,-4.4924,6.3597,-25.733,434
38968,-0.6871,-4.5014,3.4743,-12.738,72
38969,-0.69125,-4.5431,4.7293,52.712,147
38970,-0.6994,-4.5284,5.3525,-8.215,138
38971,-0.7136,-4.5166,4.9777,37.691,148
38972,-0.71715,-4.5111,3.5083,46.535,98
38973,-0.7371,-4.4449,4.6293,57.215,97
38974,-0.7485,-4.514,3.5899,56.205,107
38975,-0.7659,-4.5295,3.402,-20.378,78
38976,-0.78435,-4.5586,6.8523,17.051,301
38977,-0.80855,-4.4983,3.1232,-3.7316,77
38978,-0.364,-4.416,3.1276,39.161,79
38979,-0.3754,-4.4688,5.3574,31.614,158
38980,-0.38235,-4.4725,12.194,-43.757,475
38981,-0.394,-4.4539,4.2662,63.383,129
38982,-0.39445,-4.4671,3.3343,50.113,96
38983,-0.39795,-4.4698,3.5335,-30.667,78
38984,-0.4031,-4.4081,4.378,-64.618,127
38985,-0.4111,-4.4869,4.8398,-22.898,200
38986,-0.414,-4.4828,3.3215,54.797,83
38987,-0.41415,-4.4671,3.0003,53.416,72
38988,-0.42295,-4.4871,11.904,-11.424,486
38989,-0.4211,-4.4963,6.1728,-28.563,210
38990,-0.42435,-4.5403,5.6734,-3.6062,188
38991,-0.4285,-4.5589,7.0337,-2.0801,286
38992,-0.44755,-4.4829,3.6111,-51.569,86
38993,-0.4503,-4.4183,4.5942,-67.597,102
38994,-0.4514,-4.4316,6.7044,-63.764,254
38995,-0.45605,-4.4561,4.7985,43.65,199
38996,-0.45955,-4.4899,5.379,56.762,148
38997,-0.46025,-4.443,5.8547,60.016,192
38998,-0.46335,-4.5521,3.0369,4.135,78
38999,-0.4645,-4.4883,3.9607,31.192,88
39000,-0.46765,-4.4805,4.1733,-54.348,125
39001,-0.4691,-4.4483,4.607,-35.942,93
39002,-0.4749,-4.4335,8.2256,51.991,704
39003,-0.5052,-4.4787,4.8316,-84.57,234
39004,-0.5087,-4.4456,3.5844,75.091,89
39005,-0.51175,-4.4717,4.4102,-53.644,106
39006,-0.51685,-4.4758,3.9977,-87.411,112
39007,-0.5336,-4.5121,3.464,10.668,108
39008,-0.5391,-4.4879,6.2695,33.492,182
39009,-0.5462,-4.475,4.8725,-28.327,78
39010,-0.54995,-4.4891,3.5749,-44.692,106
39011,-0.5509,-4.5051,4.6707,35.15,80
39012,-0.5647,-4.4997,4.6404,68.203,203
39013,-0.56605,-4.4941,5.3706,-76.273,182
39014,-0.56815,-4.5121,4.2947,-34.864,134
39015,-0.5675,-4.4783,4.1958,-50.924,109
39016,-0.1225,-4.4461,4.3115,-49.966,130
39017,-0.1226,-4.4654,3.3076,-52.098,86
39018,-0.12575,-4.4322,3.4587,13.712,73
39019,-0.13235,-4.4607,5.0063,-21.741,93
39020,-0.1396,-4.4007,4.5618,-52.285,199
39021,-0.1489,-4.4265,8.2067,-34.81,407
39022,-0.14965,-4.4619,5.6467,-29.589,276
39023,-0.15895,-4.4067,4.3232,45.028,144
39024,-0.1882,-4.4119,3.0884,-50.015,87
39025,-0.20485,-4.5401,5.2865,4.2865,105
39026,-0.2063,-4.4258,3.0887,39.663,76
39027,-0.2158,-4.4174,8.2733,-10.054,351
39028,-0.22235,-4.492,3.3694,36.196,98
39029,-0.2213,-4.4239,4.7492,75.421,122
39030,-0.23635,-4.4174,8.0336,-65.71,213
39031,-0.23715,-4.4265,3.5501,66.047,108
39032,-0.237,-4.4338,3.0023,-79.568,82
39033,-0.2383,-4.4106,3.3407,67.141,91
39034,-0.2427,-4.4348,7.628,52.75,609
39035,-0.2406,-4.4265,3.2506,60.506,82
39036,-0.2532,-4.4385,9.9943,49.303,368
39037,-0.2543,-4.4282,3.119,18.872,78
39038,-0.26945,-4.4528,10.439,43.314,1058
39039,-0.28305,-4.4733,11.428,13.608,1327
39040,-0.2807,-4.4575,5.2391,46.121,186
39041,-0.2815,-4.4515,5.6987,10.492,122
39042,-0.28685,-4.4108,4.7861,24.84,71
39043,-0.29655,-4.4655,5.2136,-1.5918,138
39044,-0.30835,-4.4648,3.0284,-69.228,87
39045,-0.31965,-4.4766,6.6336,-4.1849,236
39046,-0.32385,-4.4459,5.6567,-69.266,229
39047,-0.3543,-4.4816,6.6693,-1.6527,240
39048,0.1038,-4.4934,7.6215,-4.3931,522
39049,0.06315,-4.4259,4.1176,-67.69,88
39050,0.05005,-4.44,3.7018,38.13,114
39051,0.0463,-4.4137,8.1012,-40.131,366
39052,0.0399,-4.4069,5.1517,-87.813,161
39053,0.0225,-4.5305,10.258,-28.096,815
39054,0.01845,-4.4588,4.6965,-46.393,103
39055,0.01285,-4.4825,5.629,-66.554,307
39056,0.0122,-4.4549,6.1851,-23.23,314
39057,-0.00065,-4.4033,7.3895,-10.143,508
39058,-0.0044,-4.5082,5.4801,7.1437,148
39059,-0.0053,-4.4307,6.8308,-48.149,387
39060,-0.0112,-4.478,6.1306,-1.8881,407
39061,-0.03855,-4.5121,6.3232,-0.064072,336
39062,-0.0523,-4.5387,7.6054,-42.873,668
39063,-0.07745,-4.5335,7.4321,3.3546,358
39064,-0.0833,-4.4751,4.7233,-39.451,83
39065,-0.11915,-4.4798,6.7215,30.227,503
39066,0.5653,-4.4827,3.8646,-58.615,145
39067,0.54335,-4.4299,3.6403,-58.328,81
39068,0.52575,-4.4823,5.2061,-8.591,304
39069,0.51775,-4.4794,6.4166,9.6593,402
39070,0.47295,-4.4216,7.0874,-75.76,370
39071,0.47115,-4.4066,8.7644,-62.054,873
39072,0.44135,-4.5045,6.4484,2.992,364
39073,0.4305,-4.4967,6.4511,-3.5812,302
39074,0.4265,-4.5468,8.2182,-2.468,474
39075,0.4282,-4.5371,5.2499,44.253,98
39076,0.4208,-4.4712,3.736,53.862,71
39077,0.41625,-4.4629,6.9658,-0.7348,273
39078,0.4056,-4.4663,3.4205,-1.3901,72
39079,0.39325,-4.4821,6.527,-11.285,143
39080,0.38345,-4.5352,7.0912,-0.025792,330
39081,0.38505,-4.5166,3.2374,27.247,100
39082,0.822,-4.528,3.6056,8.8724,82
39083,0.8179,-4.4239,6.845,-16.748,223
39084,0.81185,-4.5175,7.2592,-1.6696,377
39085,0.79665,-4.4712,8.6311,46.004,371
39086,0.79625,-4.4808,4.3602,30.683,155
39087,0.79035,-4.5292,5.1096,-5.1071,160
39088,0.7851,-4.5369,5.2509,-21.034,98
39089,0.7851,-4.4641,4.1428,-81.728,129
39090,0.78085,-4.4642,4.3976,-55.823,171
39091,0.77925,-4.5326,4.3954,-10.299,159
39092,0.76615,-4.4174,6.0721,-4.0265,190
39093,0.76565,-4.4478,4.1285,88.189,136
39094,0.75755,-4.5375,5.5625,-7.5386,255
39095,0.7579,-4.4433,5.4552,-17.595,248
39096,0.7519,-4.5421,5.4828,-2.5216,165
39097,0.7483,-4.4826,4.1068,-41.758,119
39098,0.7386,-4.5046,4.9169,-37.742,151
39099,0.73555,-4.4556,3.7039,85.161,105
39100,0.7208,-4.4551,4.6764,-67.129,123
39101,0.71655,-4.4912,5.6753,-49.38,197
39102,0.70825,-4.5495,6.2628,-29.78,266
39103,0.7078,-4.5204,6.2702,-0.98622,262
39104,0.6778,-4.527,3.3929,6.9741,88
39105,0.645,-4.4421,13.819,-58.794,1444
39106,0.64135,-4.5356,9.2216,-7.3449,824
39107,1.075,-4.526,3.3117,-4.0469,88
39108,1.0668,-4.5121,4.8269,-10.446,150
39109,1.061,-4.4526,5.4286,-19.256,151
39110,1.0542,-4.4902,4.3347,-11.239,156
39111,1.0426,-4.4689,3.3556,-41.281,94
39112,1.0421,-4.398,5.511,25.627,165
39113,1.0389,-4.4643,5.3919,-54.479,144
39114,1.0309,-4.4928,8.8513,15.623,488
39115,1.0273,-4.5462,5.2348,-28.467,86
39116,1.0285,-4.4113,3.5932,24.198,89
39117,1.018,-4.5165,4.9688,-8.9757,177
39118,1.0169,-4.5236,3.3934,-18.437,106
39119,1.0036,-4.471,6.3551,67.264,492
39120,0.988,-4.422,3.0646,86.097,95
39121,0.9784,-4.4153,3.5057,-41.413,94
39122,0.971,-4.4348,4.6909,78.181,139
39123,0.9648,-4.5288,3.6903,-7.3305,78
39124,0.95085,-4.4186,6.2174,-41.685,169
39125,0.9468,-4.4134,8.2135,0.065115,457
39126,0.9447,-4.5446,4.4342,-5.2788,95
39127,0.9199,-4.4554,6.4528,-14.067,452
39128,0.9127,-4.4736,3.1953,-36.342,83
39129,0.9083,-4.5456,6.8181,2.2709,260
39130,1.3146,-4.4737,4.2709,-69.981,107
39131,1.3147,-4.4017,5.3451,-28.851,180
39132,1.306,-4.4772,3.6644,7.9375,106
39133,1.2979,-4.4841,5.8804,40.224,190
39134,1.2904,-4.4068,3.297,-74.341,87
39135,1.2705,-4.4313,4.9891,-73.755,103
39136,1.2635,-4.4633,6.6531,0.29019,203
39137,1.2596,-4.3999,4.0232,-86.017,102
39138,1.2548,-4.495,5.6358,-14.133,182
39139,1.2429,-4.5054,3.6561,-5.5248,101
39140,1.2372,-4.5323,5.3547,-5.3704,72
39141,1.2234,-4.5021,3.7731,-34.532,73
39142,1.2046,-4.545,5.5039,2.1859,102
39143,1.2047,-4.5209,5.0639,34.025,133
39144,1.1956,-4.5445,10.58,16.432,462
39145,1.195,-4.5237,9.4572,-66.678,693
39146,1.1968,-4.4648,6.7261,-7.9488,237
39147,1.1941,-4.5309,6.0036,-8.491,191
39148,1.1909,-4.548,6.186,-1.9608,128
39149,1.1886,-4.5543,4.9197,37.776,159
39150,1.1906,-4.4001,6.8524,-57.253,178
39151,1.184,-4.5156,4.1141,-29.305,121
39152,1.182,-4.5091,6.9901,22.154,177
39153,1.1679,-4.5159,4.2648,31.288,100
39154,1.1585,-4.5461,5.6661,-20.081,98
39155,1.128,-4.5329,7.2652,69.476,592
39156,1.1309,-4.4646,3.2178,-33.958,76
39157,1.1197,-4.4746,5.4734,-44.415,193
39158,1.5509,-4.5065,4.7275,58.231,219
39159,1.5523,-4.4761,3.1375,-42.481,82
39160,1.5449,-4.5021,3.3,-28.13,76
39161,1.5438,-4.531,3.3548,-13.582,111
39162,1.5407,-4.4955,5.8101,-33.056,100
39163,1.5307,-4.5536,4.1541,-37.524,77
39164,1.5041,-4.5046,3.4994,-21.614,77
39165,1.4893,-4.4667,4.9647,80.356,225
39166,1.48,-4.5267,3.0723,-9.0119,73
39167,1.4617,-4.4753,5.6427,-15.262,297
39168,1.464,-4.3984,3.4014,-55.301,94
39169,1.4584,-4.4235,5.5036,-67.295,139
39170,1.4476,-4.5329,3.0431,-60.73,95
39171,1.4448,-4.5282,7.0993,8.7646,131
39172,1.442,-4.5318,6.4392,23.067,139
39173,1.4394,-4.5369,7.9132,-8.9503,289
39174,1.437,-4.5253,3.7726,-59.032,107
39175,1.4353,-4.5277,3.3534,-28.68,77
39176,1.4295,-4.5401,4.04,-70.091,112
39177,1.4252,-4.539,3.5013,3.5963,96
39178,1.4246,-4.5487,4.0478,-59.473,136
39179,1.4123,-4.5472,5.6271,70.478,264
39180,1.4058,-4.3972,3.7099,-39.621,104
39181,1.3739,-4.5547,3.7073,6.8641,82
39182,1.3359,-4.4804,9.0358,-5.5863,419
39183,1.7944,-4.4885,4.2038,-19.535,97
39184,1.7929,-4.4735,3.1675,26.578,89
39185,1.7908,-4.5463,3.6298,19.628,124
39186,1.7899,-4.468,3.1707,-52.138,98
39187,1.7862,-4.4845,4.754,-55.178,182
39188,1.7782,-4.5023,3.5769,1.7836,127
39189,1.7634,-4.4055,3.3281,-46.046,89
39190,1.7436,-4.5271,3.4809,6.8828,92
39191,1.7363,-4.559,6.2699,-1.212,128
39192,1.7394,-4.4533,4.9464,-88.906,184
39193,1.7349,-4.5156,3.4676,-29.301,118
39194,1.7336,-4.5487,3.4094,-26.215,85
39195,1.7317,-4.4828,3.0101,-63.307,84
39196,1.6657,-4.5143,4.881,-22.407,117
39197,1.6556,-4.4903,6.3091,-11.043,195
39198,1.6564,-4.4106,4.6633,-47.979,98
39199,1.6333,-4.3968,7.9226,-5.1205,594
39200,1.9719,-4.5102,3.7459,-47.734,115
39201,1.9283,-4.4242,3.971,44.356,123
39202,1.9255,-4.4252,6.1039,57.456,132
39203,1.8697,-4.5485,6.8645,-1.6449,287
39204,1.8463,-4.4754,3.4234,77.711,82
39205,2.193,-4.4186,5.4353,5.4578,178
39206,2.1742,-4.5033,3.2995,-42.408,83
39207,2.1027,-4.3986,11.07,-20.047,612
39208,2.1026,-4.41,9.9567,69.146,1129
39209,2.1006,-4.4203,14.812,-23.159,682
39210,2.0971,-4.5551,8.416,-0.75721,273
39211,2.0952,-4.4345,13.852,-32.274,981
39212,2.0943,-4.4411,3.6682,-17.33,107
39213,2.0899,-4.4496,10.416,8.3091,429
39214,2.0893,-4.4573,10.029,-18.421,457
39215,2.0894,-4.462,6.7834,-0.14531,221
39216,2.085,-4.4774,7.0283,4.6735,246
39217,2.0849,-4.4644,7.111,51.828,231
39218,2.0849,-4.4564,3.3541,-29,74
39219,2.08,-4.4879,7.5332,-10.794,286
39220,2.0782,-4.4954,7.4203,-30.369,370
39221,2.0733,-4.508,11.478,32.289,474
39222,2.0722,-4.5185,7.9818,14.501,419
39223,2.068,-4.5308,10.072,9.967,424
39224,2.0698,-4.5148,3.1967,-2.8049,110
39225,2.0671,-4.526,6.1158,-3.1184,150
39226,2.0639,-4.5226,9.3723,14.489,223
39227,2.0611,-4.5378,6.8334,3.5969,107
39228,2.5181,-4.4174,4.0114,-44.101,122
39229,2.5099,-4.4036,13.16,-46.342,1064
39230,2.5014,-4.455,6.6955,-19.12,185
39231,2.4774,-4.5498,3.4992,-10.272,96
39232,2.4675,-4.4033,3.4252,-52.333,89
39233,2.4464,-4.4776,3.2442,-25.225,74
39234,2.4404,-4.557,6.4981,0.56193,225
39235,2.4383,-4.4068,5.8382,6.2099,130
39236,2.4353,-4.4539,7.5758,-42.57,153
39237,2.4366,-4.4233,3.9523,-58.119,130
39238,2.4219,-4.419,7.1798,-57.795,473
39239,2.4089,-4.4021,10.487,-43.798,801
39240,2.3955,-4.559,8.0943,-1.1158,193
39241,2.3973,-4.5262,4.5468,8.5892,131
39242,2.3907,-4.4954,3.4791,3.0305,94
39243,2.3782,-4.5086,5.5655,-0.68756,126
39244,2.3751,-4.5433,7.3493,-1.5726,359
39245,2.3756,-4.4873,8.1016,-7.5784,668
39246,2.3714,-4.5163,3.7582,14.994,75
39247,2.3682,-4.5159,5.7462,-41.534,112
39248,2.3459,-4.5179,3.4994,8.1241,77
39249,2.3408,-4.5234,8.3827,-2.5172,563
39250,2.3171,-4.4564,4.2008,14.697,81
39251,2.7378,-4.4173,3.6187,-29.733,92
39252,2.7292,-4.5557,10.551,-87.28,1434
39253,2.7289,-4.4937,6.8147,-10.115,153
39254,2.7248,-4.4845,4.625,5.3734,102
39255,2.7207,-4.4001,5.9119,-46.295,101
39256,2.7071,-4.527,7.0817,-10.709,328
39257,2.692,-4.492,3.9783,-22.446,107
39258,2.6758,-4.45,3.5814,-44.741,113
39259,2.6582,-4.5434,6.7791,-4.5572,115
39260,2.6481,-4.4185,7.1968,-12.323,249
39261,2.6441,-4.5202,6.2954,2.768,204
39262,2.6117,-4.4228,7.6746,-7.5246,555
39263,2.6113,-4.5341,4.0016,0.74583,92
39264,2.6091,-4.4353,9.8053,0.26781,332
39265,2.5938,-4.4615,3.7843,-0.59517,123
